"Número de pedido";"Fecha de creación";"Gestion";"Estado";"Fulfillment Status";"Tracking status";"Delivery Tracking ID";"Delivery Transaction ID";"Originating Channel";"Origin Store Location: Name"
"228735426";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766380";"000228735426001";"E-Commerce";"Community"
"230062449";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389610";"000230062449001";"Call Center";"Konecta Recambio"
"230072953";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323829310";"000230072953001";"E-Commerce";"Community"
"230059605";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389550";"000230059605001";"Call Center";"Teleperformance Ventas"
"229427972";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803060";"000229427972001";"E-Commerce";"Community"
"229877589";"16/11/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819240";"000229877589001";"E-Commerce";"Community"
"229832480";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814110";"000229832480001";"Call Center";"Teleperformance Ventas"
"230333413";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833030";"000230333413001";"E-Commerce";"Community"
"230085221";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760000";"000230085221001";"Call Center";"Activo Contact Center"
"228751614";"12/07/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998386790";"000228751614001";"Call Center";"Konecta Recambio"
"228684690";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764910";"000228684690001";"E-Commerce";"Community"
"230382410";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834070";"000230382410001";"E-Commerce";"Community"
"230785279";"26/09/2020";"Venta";"Iniciada";"In Progress";"Despachado";"900000323848530";"000230785279001";"E-Commerce";"Community"
"230560799";"25/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841680";"000230560799001";"Call Center";"Teleperformance Ventas"
"230232842";"23/12/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323825420";"000230232842001";"Call Center";"Teleperformance Ventas"
"229454966";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229454966001";"000229454966001";"E-Commerce";"Community"
"229863136";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814930";"000229863136001";"Call Center";"Teleperformance Ventas"
"230110516";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760100";"000230110516001";"Call Center";"Teleperformance Ventas"
"230058437";"11/08/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824390";"000230058437001";"Call Center";"Teleperformance Ventas"
"228909918";"30/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778010";"000228909918001";"E-Commerce";"Community"
"230707762";"05/11/2020";"Venta";"Iniciada";"In Progress";"Despachado";"900000323848210";"000230707762001";"E-Commerce";"Community"
"229967814";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323817350";"000229967814001";"Call Center";"CAT TECHNOLOGIES"
"230315670";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832630";"000230315670001";"E-Commerce";"Community"
"229022207";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323783100";"000229022207001";"E-Commerce";"Community"
"229823264";"17/11/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818380";"000229823264001";"E-Commerce";"Community"
"230059532";"08/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389560";"000230059532001";"Call Center";"CAT TECHNOLOGIES"
"230060704";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999650";"000230060704001";"Call Center";"CCT Rosario"
"230459061";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323835460";"000230459061001";"E-Commerce";"Community"
"230362906";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833640";"000230362906001";"E-Commerce";"Community"
"230563612";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323844510";"000230563612001";"E-Commerce";"Community"
"229201545";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794330";"000229201545001";"E-Commerce";"Community"
"228508669";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323744430";"000228508669001";"E-Commerce";"Community"
"230086246";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824940";"000230086246001";"Call Center";"Teleperformance Ventas"
"229025107";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323783250";"000229025107001";"E-Commerce";"Community"
"229216095";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323795210";"000229216095001";"E-Commerce";"Community"
"230504325";"05/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00001000084920";"000230504325001";"Call Center";"Activo Contact Center"
"230362631";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323827630";"000230362631001";"Call Center";"Activo Contact Center"
"229488450";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323806410";"000229488450001";"E-Commerce";"Community"
"230387139";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838010";"000230387139001";"Call Center";"Teleperformance Ventas"
"228910222";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778150";"000228910222001";"Call Center";"Teleperformance Ventas"
"229023505";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323783180";"000229023505001";"E-Commerce";"Community"
"229878974";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388980";"000229878974001";"Call Center";"CAT TECHNOLOGIES"
"230071863";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824650";"000230071863001";"Call Center";"Teleperformance Ventas"
"230411791";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838750";"000230411791001";"Call Center";"Konecta Recambio"
"229882797";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815280";"000229882797001";"Call Center";"CCT Rosario"
"230330935";"15/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826840";"000230330935001";"Call Center";"Teleperformance Ventas"
"229429238";"12/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791110";"000229429238001";"Call Center";"Konecta Recambio"
"230110702";"20/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323830290";"000230110702001";"E-Commerce";"Community"
"229527345";"21/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323809190";"000229527345001";"E-Commerce";"Community"
"229472549";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758560";"000229472549001";"Call Center";"CAT TECHNOLOGIES"
"229271949";"21/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798400";"000229271949001";"E-Commerce";"Community"
"230562166";"09/06/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323844590";"000230562166001";"E-Commerce";"Community"
"228368087";"24/07/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323736550";"000228368087001";"Call Center";"Activo Contact Center"
"229846741";"08/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814500";"000229846741001";"Call Center";"Activo Contact Center"
"228399357";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323557580";"000228399357001";"Call Center";"Teleperformance Ventas"
"229271105";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798330";"000229271105001";"E-Commerce";"Community"
"230561145";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323844390";"000230561145001";"E-Commerce";"Community"
"230032948";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823840";"000230032948001";"Call Center";"CCT Rosario"
"228415836";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998385920";"000228415836001";"Call Center";"Konecta Recambio"
"230380674";"03/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834150";"000230380674001";"Call Center";"Contingencia Telefónica OC"
"228368526";"01/10/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323725100";"000228368526001";"Call Center";"Apex Ventas"
"230313031";"11/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826610";"000230313031001";"Call Center";"Konecta Recambio"
"229021056";"18/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323783030";"000229021056001";"E-Commerce";"Community"
"228416513";"11/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323738430";"000228416513001";"E-Commerce";"Community"
"229970221";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821600";"000229970221001";"E-Commerce";"Community"
"229175110";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789340";"000229175110001";"Call Center";"Konecta Recambio"
"229833312";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323759140";"000229833312001";"Call Center";"Konecta Recambio"
"230072780";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824670";"000230072780001";"Call Center";"Konecta Recambio"
"228764915";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998386840";"000228764915001";"Call Center";"Konecta Recambio"
"229271988";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798410";"000229271988001";"E-Commerce";"Community"
"228867452";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770880";"000228867452001";"E-Commerce";"Community"
"230363836";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833680";"000230363836001";"E-Commerce";"Community"
"228765375";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323767620";"000228765375001";"Call Center";"Teleperformance Ventas"
"229159106";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786790";"000229159106001";"Call Center";"Konecta Recambio"
"229798632";"29/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813050";"000229798632001";"Call Center";"Konecta Recambio"
"229218179";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323795520";"000229218179001";"E-Commerce";"Community"
"230058933";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824410";"000230058933001";"Call Center";"Konecta Recambio"
"228514522";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323744320";"000228514522001";"Call Center";"Teleperformance Ventas"
"228814509";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323768810";"000228814509001";"E-Commerce";"Community"
"229796596";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813430";"000229796596001";"Call Center";"CCT Rosario"
"230296779";"25/04/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826160";"000230296779001";"Call Center";"Activo Contact Center"
"229358217";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802570";"000229358217001";"E-Commerce";"Community"
"230564702";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323844540";"000230564702001";"E-Commerce";"Community"
"228347690";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998385730";"000228347690001";"Call Center";"CAT TECHNOLOGIES"
"228711375";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323765410";"000228711375001";"E-Commerce";"Community"
"229433734";"27/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791130";"000229433734001";"Call Center";"CAT TECHNOLOGIES"
"228709959";"12/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323765320";"000228709959001";"E-Commerce";"Community"
"229454698";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803810";"000229454698001";"E-Commerce";"Community"
"230383380";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323837940";"000230383380001";"Call Center";"Teleperformance Ventas"
"230561886";"21/12/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841860";"000230561886001";"Call Center";"CAT TECHNOLOGIES"
"230564576";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00001000903470";"000230564576001";"Call Center";"Teleperformance Ventas"
"229299088";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799930";"000229299088001";"E-Commerce";"Community"
"228538724";"25/10/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323745980";"000228538724001";"Call Center";"Teleperformance Ventas"
"229217814";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388030";"000229217814001";"Call Center";"Teleperformance Ventas"
"230056552";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824350";"000230056552001";"Call Center";"Teleperformance Ventas"
"228995071";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323788260";"000228995071001";"Call Center";"CAT TECHNOLOGIES"
"230384216";"20/05/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760590";"000230384216001";"Call Center";"Activo Contact Center"
"229527284";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323809170";"000229527284001";"E-Commerce";"Community"
"229526994";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323809150";"000229526994001";"E-Commerce";"Community"
"229819306";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813820";"000229819306001";"Call Center";"CAT TECHNOLOGIES"
"230235486";"13/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000230235486001";"000230235486001";"Call Center";"Teleperformance Ventas"
"228621110";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323756850";"000228621110001";"E-Commerce";"Community"
"230331965";"23/01/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833090";"000230331965001";"Call Center";"Konecta Recambio"
"230264036";"27/12/2019";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323825760";"000230264036001";"Call Center";"CAT TECHNOLOGIES"
"230564972";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323761120";"000230564972001";"Call Center";"Teleperformance Ventas"
"229173924";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323787450";"000229173924001";"E-Commerce";"Community"
"228735445";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766460";"000228735445001";"Call Center";"Teleperformance Ventas"
"229273677";"14/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229273677001";"000229273677001";"E-Commerce";"Community"
"229274127";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798510";"000229274127001";"E-Commerce";"Community"
"229327658";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323801360";"000229327658001";"E-Commerce";"Community"
"229217074";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323795270";"000229217074001";"E-Commerce";"Community"
"230627922";"25/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849760";"000230627922001";"Call Center";"Konecta Recambio"
"229428050";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229428050001";"000229428050001";"E-Commerce";"Community"
"229473409";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805060";"000229473409001";"E-Commerce";"Community"
"229800647";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388610";"000229800647001";"Call Center";"Activo Contact Center"
"228750090";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766920";"000228750090001";"E-Commerce";"Community"
"229174548";"03/03/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758230";"000229174548001";"Call Center";"Teleperformance Ventas"
"229143756";"11/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786000";"000229143756001";"E-Commerce";"Community"
"228599464";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323755300";"000228599464001";"E-Commerce";"Community"
"229176180";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323787640";"000229176180001";"E-Commerce";"Community"
"229526967";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323809140";"000229526967001";"E-Commerce";"Community"
"229846991";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814460";"000229846991001";"Call Center";"Activo Contact Center"
"230610876";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323846150";"000230610876001";"E-Commerce";"Community"
"230672348";"06/11/2020";"Venta";"Iniciada";"In Progress";"Despachado";"900000323847940";"000230672348001";"E-Commerce";"Community"
"228576734";"19/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323753880";"000228576734001";"E-Commerce";"Community"
"229199911";"03/06/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794250";"000229199911001";"E-Commerce";"Community"
"228585882";"17/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323754560";"000228585882001";"Call Center";"Konecta Caring Chaco"
"229933291";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820650";"000229933291001";"E-Commerce";"Community"
"228594483";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228594483001";"000228594483001";"E-Commerce";"Community"
"229929810";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821060";"000229929810001";"Call Center";"Teleperformance Ventas"
"229880778";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819220";"000229880778001";"E-Commerce";"Community"
"228346864";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323722910";"000228346864001";"Call Center";"CAT TECHNOLOGIES"
"228464902";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323725730";"000228464902001";"Call Center";"Teleperformance Ventas"
"228368747";"08/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323723390";"000228368747001";"Call Center";"Activo Contact Center"
"228765715";"04/07/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323767580";"000228765715001";"Call Center";"Activo Contact Center"
"229848520";"06/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814530";"000229848520001";"Call Center";"Teleperformance Ventas"
"228458756";"17/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323557890";"000228458756001";"Call Center";"Teleperformance Ventas"
"229326194";"21/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323801320";"000229326194001";"E-Commerce";"Community"
"228346521";"22/03/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323722870";"000228346521001";"Call Center";"CAT TECHNOLOGIES"
"228646745";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764460";"000228646745001";"E-Commerce";"Community"
"228630977";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323762870";"000228630977001";"E-Commerce";"Community"
"228765429";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323767470";"000228765429001";"E-Commerce";"Community"
"229059897";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784630";"000229059897001";"E-Commerce";"Community"
"229429856";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803130";"000229429856001";"E-Commerce";"Community"
"230021110";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323828000";"000230021110001";"E-Commerce";"Community"
"228431513";"30/01/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323739350";"000228431513001";"Call Center";"Teleperformance Ventas"
"229487783";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323806360";"000229487783001";"E-Commerce";"Community"
"229429326";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803100";"000229429326001";"E-Commerce";"Community"
"229199326";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794230";"000229199326001";"E-Commerce";"Community"
"228812936";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323773000";"000228812936001";"Call Center";"Teleperformance Ventas"
"228734912";"05/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558800";"000228734912001";"Call Center";"CAT TECHNOLOGIES"
"229798223";"06/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388590";"000229798223001";"Call Center";"Teleperformance Ventas"
"228866366";"17/07/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774830";"000228866366001";"Call Center";"Konecta Recambio"
"228735360";"20/05/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558690";"000228735360001";"Call Center";"CAT TECHNOLOGIES"
"229932729";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820700";"000229932729001";"Call Center";"Teleperformance Ventas"
"229933447";"03/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998960";"000229933447001";"Call Center";"CAT TECHNOLOGIES"
"229938460";"10/08/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816770";"000229938460001";"Call Center";"Konecta Recambio"
"230311832";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832650";"000230311832001";"Call Center";"Konecta Recambio"
"228424429";"29/04/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323724680";"000228424429001";"Call Center";"Konecta Recambio"
"230110023";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323830270";"000230110023001";"E-Commerce";"Community"
"230609437";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323846110";"000230609437001";"E-Commerce";"Community"
"229879657";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323759210";"000229879657001";"Call Center";"Konecta Recambio"
"230654250";"06/09/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847410";"000230654250001";"E-Commerce";"Community"
"229218326";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323795370";"000229218326001";"E-Commerce";"Community"
"230086938";"13/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323829810";"000230086938001";"Call Center";"Teleperformance Ventas"
"228977717";"02/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323787840";"000228977717001";"Call Center";"Konecta Recambio"
"229846789";"29/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814480";"000229846789001";"Call Center";"Konecta Recambio"
"229325995";"25/02/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323801310";"000229325995001";"E-Commerce";"Community"
"229298048";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799880";"000229298048001";"E-Commerce";"Community"
"228574950";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323748560";"000228574950001";"Call Center";"Konecta Recambio"
"230058925";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824360";"000230058925001";"Call Center";"CAT TECHNOLOGIES"
"228866867";"09/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998387350";"000228866867001";"Call Center";"Teleperformance Ventas"
"229846441";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818730";"000229846441001";"Call Center";"Konecta Caring Chaco"
"229169479";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758200";"000229169479001";"Call Center";"Konecta Recambio"
"228615587";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323756650";"000228615587001";"E-Commerce";"Community"
"230087579";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323829790";"000230087579001";"E-Commerce";"Community"
"228868128";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770890";"000228868128001";"E-Commerce";"Community"
"229846035";"07/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388840";"000229846035001";"Call Center";"Konecta Recambio"
"229880215";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323827010";"000229880215002";"E-Commerce";"Community"
"229217354";"01/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323795310";"000229217354001";"E-Commerce";"Community"
"230671752";"17/12/2020";"Venta";"Iniciada";"In Progress";"Despachado";"900000323847900";"000230671752001";"E-Commerce";"Community"
"230673692";"06/03/2021";"Venta";"Iniciada";"In Progress";"Despachado";"900000323847990";"000230673692001";"E-Commerce";"Community"
"229527494";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229527494001";"000229527494001";"E-Commerce";"Community"
"228976333";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323787800";"000228976333001";"Call Center";"CAT TECHNOLOGIES"
"229783001";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323812980";"000229783001001";"Call Center";"Konecta Recambio"
"229197484";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758270";"000229197484001";"Call Center";"Konecta Recambio"
"230504443";"07/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840350";"000230504443001";"Call Center";"Teleperformance Ventas"
"228714276";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323750130";"000228714276001";"Call Center";"Konecta Recambio"
"230342346";"24/07/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833230";"000230342346001";"E-Commerce";"Community"
"228398207";"21/03/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323724120";"000228398207001";"Call Center";"Teleperformance Ventas"
"228397906";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323737850";"000228397906001";"E-Commerce";"Community"
"229312357";"26/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323800720";"000229312357001";"E-Commerce";"Community"
"229845627";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998470";"000229845627001";"Call Center";"Teleperformance Ventas"
"228600208";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228600208001";"000228600208001";"Call Center";"Teleperformance Ventas"
"229271251";"31/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229271251001";"000229271251001";"E-Commerce";"Community"
"228416290";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323724590";"000228416290001";"Call Center";"Teleperformance Ventas"
"228589385";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323748900";"000228589385001";"Call Center";"Apex Ventas"
"228430217";"05/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323724870";"000228430217001";"Call Center";"Teleperformance Ventas"
"228554601";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558330";"000228554601001";"Call Center";"CAT TECHNOLOGIES"
"230072362";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323829250";"000230072362001";"E-Commerce";"Community"
"230058177";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323828810";"000230058177001";"E-Commerce";"Community"
